review,rating,categories
Mas malala pa sa bombay an porsyento.. Grabe haizt 😡😡😡 kaya wag na kayong mg loan dito.. Sana naniwala nalang aq sa mga coment ng iba.. Paka bayad q un installed q agad grabe.. Masisi talaga kayo.. Promise.. Wara na aq labot sa iyo oy... 😡😡😡😡😡😡,1,loan interest
"very useful apps for me, highly recommend apps.",5,transaction flexibility
Hindi madaling makahanap ng isang taong maaari mong hiraman ng pera sa panahon kaylngan na kylangan mo. Magandang bagay na mayroong Mocasa na handang tumulong sa mga panahong ganito. Salamat Mocasa.,5,transaction speed
Faster approving loan no hassle,5,transaction speed
"Quick Login palang hirap na hirap kana makapaglogin, sobrang tagal bago makalogin. Then pag magtatransfer, nagsisend ng OTP pero hindi mafacilitate ung pagtatype-an ng OTP screen ang ending need umulit.",1,security features
"It takes FOREVER to open this app. It's frustrating that start up takes too much time. Im stuck at the checkout counter because the app will not boot! Useless. It's always like this. Trash. -- Update: The app now refuses to open. Stuck at the logo loading screen. I love how this app keeps disappointing me even when I've set my expectations really low. If this doesn't get fixed, Im pulling out all my money and closing my account. This bug has been here for MONTHS now.",1,loading speed
"This app is very helpful for our bank transactions and saving purposes as it offers high interest rates, free transfer fees and rewards that is convertible to cash. Amazing talaga!",5,savings interest /  transaction fees /  user incentive
Easy to loan and fast approval. 😊,5,transaction approval /  transaction speed /  user friendliness
babastos ng customer service nila khit di ka naman nag avail ng loan parang kasalanan mo pang ayaw mo mag loan. tgilinan nyo na katatawag. nakaka bulahaw na kayo,1,customer service /  leniency
"Ang experience ko kay mocasa Ang tagal bago ka magkaron ng cash out/withdraw ng cash. puro pang load lng,bills at order sa mga store Tapos kahit isa araw ka lang madelay ng pagbayad grabe na yung calls na darating sayo ang dami ang kulit Kahit na nakausap muna yung agent's nila na madedelay ka nga ng pagbayad tatawag parin sila araw araw diba ang saya? 😠 Kahit na sa trabaho ka tawag parin sila ng tawag kaya nmn kung ayaw nyo ng ganito na may tumatawag sa inyo hindi ito ang app na para sayo.",2,transaction speed /  leniency
Komo by eastwest is very effecient and does not have instapay fee when you fund transfer to other bank accounts. Highly recommended👍,5,transaction flexibility /  transaction fees
The interest is toooooo .....high the amount you received is half to amount you loan and you pay to very short time so hassle,1,leniency /  loan interest
PalawanPay greatly improved along the way. Easy to navigate and very safe to use. I am excited for the new upcoming features.,5,user friendliness
very fast and quick to approved our loan. thank ypu mabilis cash. godbless!,5,transaction speed
Very accessible for money transactions.,5,transaction speed
"-1 | Kaloka ng features at pag verify ng photos. Nakailang ulit ako, kailangan ilapit pa cellphone mo sa mga mata para lang ma verify mukha, sumakit lang mga mata ko sa kakaulit ng verification ng mukha at ID, wala akong napala kung hindi eye strain at pagsasayang ng oras. Anong mukha ba gusto ng system niyo bakit kailangan ulit-ulitin at kailangan sobrang lapit sa mga mata? Ginawang contact lens. Malinaw camera ko, maayos pagkuha ko, maayos background ko. Lahat ng ID ko puro try again kaloka.",1,security features
HORRIBLE CUSTOMER SERVICE. I AM NOT YET PAST MY DUE DATE BUT I KEPT RECEIVING CALLS RUDE TEXT MESSAGES.,1,customer service /  leniency
fast transaction and mababait po ang mga costumer service representative,5,customer service /  transaction speed
Just downloaded this new app and upon initial log in it told me my pw is locked. Tried using the old app and it worked without issues. I reset my pw to try it again but still the same. I was able to log in to old app but pw locked on new app. Not good.,1,feature accessibility
System is slow I already log in but I cannot open my account to view my balance.,2,feature accessibility
Loan application is very fast,5,transaction approval /  transaction speed
I not recommend this app .. higher interest and short term to pay,1,leniency
"So far, I have been loving this bank. It has the lowest fees among all other banks plus, it's tied with EastWest Bank, too. So far, I have no problems navigating thru its app plus, they immediately sent a physical card as soon as I have my account verified. :)",5,transaction fees /  transaction speed /  user friendliness
Mas madali po ito sa ibang online loan.,5,user friendliness
Good application to see or monitor my cash flow....,5,feature accessibility
"Your system sucks. I have been a loyal client since 2018. In the past I never delayed payments infact I paid in advance . but when I ask to extend time even there is an increase you would still keep on calling and demand payment. Sometimes the due date is not yet over but you bombarded me with your calls and messages . You are harassing me to get the payment. Your reps sucks and unprofessional. So yes ,I will stop using your platform, fast cash ,fast cash vip or snapera. Don't ever use this app.",1,leniency
Not a good app as it autorejects without even calling you or giving you a good reason why they do.they just collect your data. Not legitimate app,1,transaction approval /  data privacy
A bit easy,5,user friendliness
Perfect digital bank. Number one in the country. High interests with free instapay,5,savings interest /  transaction fees
"defintely the easiest loan app to uninstall. after collecting so many informations, idedecline ka lang sa huli. and worst, sobrang unsafe ng personal information dito. eto lang ang app na ginamit ko na pagtapos ko pa lang mag sign in, ang dami ng text at call ng ibat ibang loan flatform ang natanggap ko within the day. even after deleting account hindi na nawala mga spam calls and text na narereceive ko",1,data privacy /  transaction approval
"I thought it was upgrade in better app, but unfortunately it was suck. Always crash and failed to load balance always lol.",1,feature accessibility
"This bank suck! Their online banking is always down. If you cannot coupe up with the fast moving digital banking, you better close this bank!!!!!!!!!!!!!",1,loading speed
wala mahina developer neto bakt? bago dumating OTP expired na pag mag resend ka ng new OTP tsaka darating ung unang OTP cute hahaha bagal,1,security features
"SCAMMERS ALERT ITETEXT KAYO NA PRE APPROVED TAPOS KAPAG NAG SIGN UP NA KAYO I DEDECLINE NILA. DALAWANG AGENT PA NAG TEXT SAKIN NA OK NA DAW AKO MAG PROCEED TAPOS NUNG NAG SIGN UP NAKO AT NAG PROCESS, FAILED DAW KSI DI NA MEET YUNG REQUIREMENTS. KUKUNIN LANG NILA INFO NYO. TAPOS WALA DAW SILANG WAY I DELETE YUNG INFO NA NILAGAY KO. SCAMMERS ALERT INGAT KAYO",1,transaction legitimacy /  transaction approval /  data privacy
"No problems yet; user interference and easy verification are all top-notch and fast. My experience using this app is great for now, and it's a great digital bank for storing your money for safekeeping. You also earned interest, credited monthly. Make it an emergency fund or save for a vacation. Saving to buy a phone, and what's best, it doesn't have any fees! I'm not yet sure, but if it ever charges me any fees in the future, I will quit using this app, close my account, and use another bank.",5,user friendliness
Worst App when in comes in retreiving your account. Very disappointing.,1,registration
"terrible registering system i had to upload and resubmit 5 times because there is no upload photo option, you are always forced to take a photo in a small dimension and blurry procedure. Terrible terrible if only my company accepts another bank company for their payroll i would never have to install this piece of inconvenience. Total waste of time and effort.",1,registration
I cant continue to sign up because it need to be update.. but how can i update it? This app is not useful.. hard to register...,1,registration
its the day of my overdue and i experience horibble things .. they will txt and harrass you to pay and you will recieve some light death treaths.. never use this app..they will hack your contacts and txt all your contacts about your loan jyst to make you pay.. i will report this app to NBI/pnp. For cyber crime law and data privacy breach.. the way they make you to pay is against SEC..,1,leniency
"Một ứng dụng tuyệt vời, khoản vay sinh viên dễ dàng",5,transaction approval
"""We will pick up the phone within two minutes"" that is promised on their website is complete and utter bull. They most likely meant 2 hours. GoTyme Bank, please do not make such claims if you do not have the capacity to back it up. Also, you have to provide some sort of information if we can't login to the app for hours already. Your business ethics do not inspire confidence. You offer 5% interest pero nakakatakot pag ganyan kayo.",1,transaction legitimacy /  customer service /  maintenance
"basura noon, basura ngayon. wag na kayo gumawa ng app. napaghahalataang walang pera para umarkila ng matinong programmer",1,user friendliness
"As of now ok naman. Pero gusto ko lang sana magpa dagdag ng feature, gaya ng mag cash in, top up, or deposit through debit card.",5,feature accessibility
"It would have been perfect if it can send notifications to texts/viber. Likewise, there should be a facility/button where the client can directly call or email Citibank. As it is, one cannot evwn locate an email address.",3,feature accessibility
For me...5 star very cool ang staff...esp.to Mr.Rhey the collector ng loan ..thank u so much keep up the good work guys...sa pag assist ng payment ko naghintay ka kahit ginabi na ako...really appreciated...More power to you...👍🥰,5,customer service
poor services always lag and can't proceed the transfer during payroll period,1,loading speed /  transaction speed
This app really big help for me and 5star for me and for good services plus easy to asses of my account. Thank you 5 star !,5,user friendliness
Worst lending app ever. Do not even try to download this. Their customer service is very bad. They will keep messaging you before your duedate and during the due they will sent you bad messages if you don't settle it on the same day even though you are willing to pay the penalty for possible delays they won't understand. Never again in this app.,1,customer service /  leniency
"Buset na pa loan yan, pauutangin ka ng 3k, pero marereceive mo 1,750 lang. Tapos in 7 days kailangan bayaran mo. Pero sa ads pwede 3installment. Galing..",1,leniency
"Facial Detection Every Transaction Not Business Centric. Imagine, Im the one doing all the financial thing of my sister's business kasi she frequently travel. When we need the fund and will do transfer for our staff income and bank transfer, facial detection is required..Funds are stuck, salary and payments are delayed, the app is blocked asking to call customer service which is forver to take. i know all PIN, credit card details and even have access to the owners vault but facial?😡",1,security features
"Design wise, maganda kasi every season may mga animation or intros sya so hindi sya boring, overall function medyo may kulang pa and hopefully ma improve pa more im expecting a lot sa services na more convenient sa users. More power to GoTyme.",5,feature accessibility /  user friendliness
Makes banking life super easy!✨⭐,5,user friendliness
I didn't know you could still borrow money with your phone. Just submit your personal information to the platform for review. No collateral required.,5,transaction flexibility
Fun design and user interface🩷,4,user friendliness
The app was not working properly when taking picture of the I'd it keeps crushing,1,registration
"3 stars because of its 7/10 reliableness, long repayment plan, and easy approval, but its interest is a little high and they immediately deduct the service fee from the money that you will borrow. In more simple words, YOU WILL RECEIVE LESS AND PAY MORE. They are also very persistent during due dates even if you already assure them that you will pay on time, to the point that they will threaten to call your contacts.",3,leniency
Easy to loan cash or gadget,5,transaction approval
fast approval..no deduction first loan..low ang tobo ..tnxs 2nd loan ko na po ngayon ang bilis lang at may installments month na pagpipilian.. Slmt juanhand laking tulong nyo po,5,loan interest /  transaction speed
Kung kelan dalawang questions nalang ang kailangan para makapag create ng account saka pa nag error punyeta. Ayun bumalik ulit. Walang kwentang banko..,1,registration
Very reliable digital banking experience,5,transaction legitimacy
no good.big interest.lagi mag tex sa akin kahit ayaw ko magloan pa iba ibang number gamitin laking perwesyo ito sila kaya report ko to na app para ma block sa system.,1,leniency
I keep trying to make a payment using your app but I kept getting an error message. Why is that? You guys don't want your customers to pay? What's wrong with your app?,3,feature accessibility
"It says I was approved and just waiting for reimbursement on my Lazada Wallet however when I check on it, it's asking for some verification documents again which is kinda confusing and frustrating. I tried to email your customer service to no avail. I'll change review after my issue has been fixed. Been dealing with this now for 1 week.",1,customer service
Very fast approval and lesser interest rate.,5,loan interest /  transaction speed
Nice online loan .. very quick response,3,transaction speed
Very Fast Transaction this is great😘,5,transaction speed
"Until now cannot view my transactions, even my statement I cannot view it. This has been going for almost a month. Please fix it Citi. I know you have upgrade with UB but please let your customers not be affected by your enhancement with UB.",1,feature accessibility
Terrible experience each time you use this app!!!,2,user friendliness
Madali lang umutang ok lang din ang interest ang nakaka bwisit pag due date na di ka tantanan ng txt at call pag nag over due naman kahit kumita na sila at may patong at may penalty di ka parin tantanan ng call at text at takutin ka pa na tatawagan ang mga nasa contact mo bwisit bye bye di bale na,1,transaction speed /  loan interest /  leniency
fun and exciting to apply its just that my networks weak but still aproved. more power,5,loading speed /  transaction approval
"Application went through but they can still deny your loan request. Asked too many info tapos iba pa pala ang loan application. No option to adjust yung loan pa. Also, why does your app randomly open Baidu in in app browser?",1,transaction approval
Just trying this app now. Hope it works. Percentage of interest is really high but it still helps f u need an emergency fund.,5,transaction speed
I have no issues so far. Access is fast and doing fund transfer is a breeze. Well recommended app.,5,transaction speed
I cannot add my bankcard. I am trying still service unavailable. I need to update my biller but i cant. I am trying for a couple of days to add my bankcard to online app still getting the same error,5,feature accessibility
true no interest only the processing fee is the deduction...,5,transaction fees
"Di mo magamit ang Debit Card to Withdraw and to Purchase Online. What kind of service do you have? Di nyo maresolve resolve ang issue, umabot na mahigit dalawang buwan and nothing happens. Same scenario - walang kwenta ang CIMB Bank. Your bank stole my data! Close my account and delete all my information on your system.",1,feature accessibility /  data privacy
"Nice,Easy and no hasle..",4,user friendliness
"I should say. The apps is very convinient but in the other hand there are lots of fees. Specially the management fee. Aside from that you can't fully receive the amount limit that they are offering. So I can't decide if I'll go with the loan. Even though it is already approve. And waiting for the money to transfer if I submit my application. Also the loan period. It says there that it will take for 180 days but the truth is, it is just for 14days. So really cant decide if I push my loan.",4,leniency /  transaction legitimacy
It really helps me to save my money. So helpful for someone like me na hirap makakuha ng bank account.,5,transaction flexibility
Good but still need to have more bills payment options to major credit card companies like Citibank PH and HSBC PH..,3,transaction flexibility
Its easy and secure,4,user friendliness
this app is a big help for all the needy like me...thank you!,5,transaction speed
"I cant do any online transactions using UB online, i am not recieving an otp on my registered number. So how am i able to open it. Tried everything just to recieve an otp, but none of it work..",1,security features
"Need to update my RCBC Digital app but unable to download. It just keep on ""Pending "" status. This is more than 48 hours already and still unresolved. So frustrating.",1,app installation
"Kakagamit ko lang ng Mocasa saglit ngayon at Napaka-convenient nito, napakadaling gamitin at talagang magandang app.",5,user friendliness
"Credit card transaction history usually does not work (No transactions to display). This feature works sometimes, but very seldom.",3,feature accessibility /  transaction speed
I uninstalled mine. Almost a week but still my account is not activated. Ads is annoying. You cannot skip it. Need to wait 10secs.,2,ads /  transaction speed
"I wish you add National I.D in Cash Loan. I love Home Credit, been using this for years. Sa Home Credit, Totoong abot kamay mo ang Pinapangarap mong Gadget! ❤️ thanks po sa mabilis na pag accept sa loan ko Home Credit is the Best!",5,transaction speed /  registration
"Very poor services, unreliable, the issue was not fixed after more than 2 months now after the given time frame. I've filed my complaints since June 15, 2023 Up until now the issue was not fixed. Every time I make a follow up they will just said to report to the concerned department. Wow for how long???2 Month's already had passed and yet no assurance as to when they would be able to fixed the issue. How come if you really made a thorough study on the issue at hand why until now it was not fixed",1,customer service
"Got my komo card much faster than the gcash card which took 3 weeks, but komo delivered mine in just 3 days. Hasle free and easy to use. Hopefully komo would allow international transfer soon like any other digital platform, if so most of my trasaction would be done here instead of gcash.",5,transaction speed / transaction flexibility
"Kala ko sobrang lugi ako sa interest pero noong mag start ako maka hiram ng mas malaking amount, hindi ko na naramdaman yung interest, sobrang smooth ng transaction sulit na sulit yung mga service charges at management fees ko sa kanila.Pinasubok ko narin itong tignan sa friend kong CPA, and she says the interest is not bad, but so fair and convenient.Thanks.",5,loan interest /  transaction speed /  transaction fees
Very good to me this apps dahil hindi kana mahirap sa pag punta sa Palawan dahil may Palawan apps na Ngayon,5,transaction flexibility
grabe kayo 2000 tapos isesend niyo lang 1300 tapos ngayon may tubo n ung 2000 ng 500 grabe kayo dapat i reklamo tong apps na to ang dami pang ginagamit na number pantawag kala nila hindi sila nakaka istorbo sa mga tao grabe tlaga kahit na sabihin niyo pong may condition sa pag papahiram at pag babayad ang laki talaga ng tinutubo niyo,1,leniency
"based on your response available to withdraw the loan,then after confirming the details it was not approve.you only collect the information.i thought that your lending platform will help the people even in high interest rates,but still after long fill up it was rejected.your a big joke",1,transaction approval
Very nice App. Instant process. It really helps especially in times of need. Thanks,5,transaction speed
The app’s reliability is also noteworthy. I have never encountered any issues with payments or disbursements.,5,feature accessibility
The app is not reliable . always down for maintenance,1,maintenance
Mabilis nga makaloan so inyo pero false ung mga advertise niyo. Sana ung totoo cnasabi niya ngttx kau na 20k maloan tapos 3500 ma 2300 lng marecv tpos 7days bbyaran din ngbayad ako nang advance pero ganon prin amount at 7days prin babayaran. Ng offer kau nang 3300 pero babayaran after 7days nang 5k. Dapat ung mga ngloloan sa inyo na advance mgbayad na hinahabaan nyo loan term nyo. 7days tpos 1700 interest.,1,leniency /  transaction legitimacy
ARE ALL THE BAD REVIEWS ADDRESSED ACCORDINGLY ALREADY? HAS THIS APP AND THE SERVICES IMPROVED FOR GOOD?,1,customer service
"TERRIBLE USER EXPERIENCE. Authentication does NOT work when going from gcash to UNO. The OTP authentication does NOT work, it detects when you input the wrong OTP but when you enter correctly it says 'hmm, something is not working. Kindly retry'. I've retried for almost 20mins now. APP is BUGGY. If you lock yourself out of your account because not even the password works GOODLUCK. Do NOT put your money in this app. You know its a bad app when they cant even make the basic features WORK. TERRIBLE",1,feature accessibility /  security features
My speed cash is not working. I don't know why. Unable to process etc..,1,transaction speed
Very fast transation,4,transaction speed
"I liked the new layout and overall feel but it doesnt update real-time, transactions are unsuccessful, and it keeps on crashing/not opening/loading so slow despite good connection. I thought the design was good but I prefer the old one just bc it works better :/",2,loading speed
Very convenient to use the Home Credit Payment and Cash using for E-Loading Groceries and SM Mall. Thankyou for using Home Credit Quarta.,1,transaction flexibility
So reliable in times of nee.,5,transaction speed
Best app so far 🙂🙂🙂.having a free instapay transfer means a lot to all small time business man.Hope it will continue till life.I can't really say much aside from excellent.May you will be able to continue helping all your small time client.,5,user incentive 
So convenient to use. Need not to go to actual atm machine to check if the loan is already credited to the account. Less hassle. Less fees. 👏👍,5,transaction flexibility /  feature accessibility
Easy to loan very nice lending app,5,user friendliness
The first ever bank that is user friendly and trust worthy... Legit👌👌👌 Thank you for your big help and trusting me. So convenient and friendly❤️❤️❤️,5,user friendliness
"The first two loans started off good, I don't mind the high interest rates because I already am aware about it. However I am disappointed to see the remaining amount I need to pay is close to the original amount I had to pay, despite paying 2k pesos difference. Already reached out to their support and it is still an utter disappointment, first and last time to use this. Once I'm done with paying off the rest of the amount I will never borrow from here ever again.",1,leniency
easy to navigate and great transaction.,4,user friendliness
"Ang tagal mag send ng OTP kaya lagi sessions expired. Sa.pagregister palang yan, panu pa kaya pag gumamit na",1,security features
very helpful . and fun to use .,5,user friendliness
This apps is very no good how to offer credit first and pay later are you not mind,1,user friendliness
Just installed today. It is much much better than the old app. Keep improving CIMB team.,5,app installation
"Nanghaharass po sila at nananakot pa. Aside from that ngmumura ang mga ahente sa mga conversations. Pano kung ang kayang isettle ay minimum account lng kc may pinagdaanang problema, di sila marunong umintindi pero sila tong namimilit mgpaloan sa mga nangangailangan. Sobra nman ang interes. Kapag mgreloan dapat wla ng mga fees kc reloan na pero mas malaki ang kaltas sa original loan amount. Lalo nilang binabaon ang mga naeenganyongangutang dahil sa kapos ang mga pinupuntirya nilang pautangin.",1,leniency
Read bad reviews first! Dont trust Monery. Its a phishing company app. All good feedback provider here are there employees. Its deceiving! They will do too many phone calls. This is no good. All the hassle Ive experience. Will continue to give bad reviews to all social meida. Good Thing I was declined reading all your bad feedback helps me alot.,1,data privacy
"Most disaster app i ever encounter. Its been 7days and counting, until now they didn't verified my account. I try to contact there costumer service but no one is answering for 7 consecutive days Better use other digital bank.",1,customer service
Usefull..... But to slow.....not like the old apps...,2,loading speed
"If you're hesitant about trying this app, don't be",5,transaction legitimacy
Nice loan apps easy to loan low fee this apps is reccomended,5,loan interest /  user friendliness
great 👍 useful apps,5,transaction flexibility
"I like the old one better. The new app is so slow. Even transactions are slow, always error.",1,loading speed
I give this 5 star of my first loan because it seems to easy and convenient.. But now my loan is still the same im a goodpayer but ddnt even increase my loan.. I will give this 5star again if my loan will get increase,3,transaction speed /  user incentive
Respectful exciting honest and fast,5,transaction speed
Worst app to borrow money with.. application takes a while and agents keep harrasing.,1,leniency
long term payment with competitive interest. recommemdable.👍,5,leniency
Flaky app. Not consistent,1,user friendliness
"Expedite my autoreversal or refund. It's been days. It's not my fault your Atm has problems. You didn't even inform us customer in advance, I could have avoided that situation. naperwisyo nyo pa ko",1,maintenance
Very easy to avail,5,user friendliness
"Unreliable, this mobile apps has no costumer service and no website address found. Very disappointing",1,customer service
"BDO have 5 different Mobile Banking App but all of them are sucks, while I'm using only one mobile banking app here abroad for 15 years now and still working very well and I never had a bad experience on it.",1,transaction flexibility /  transaction legitimacy
Amazing bank. Higher interest than those traditional banks. Very user friendly app. Easy deposit.,5,user friendliness
It's almost a month that I cannot access on this app. I need to check the transactions or request for statement of account. I cannot send you a screenshot because I cannot open the apps,1,feature accessibility
"I can't express how much I love Mocasa! This app has truly made my life so much easier. I can do all of this with just a few taps on my phone. The credit limit feature is a game-changer, as I can pay for everything I need without wallet.The Mocasa card has come in handy so many times when I needed to make an online purchase or order food delivery. Thank you, Mocasa, for making my life so much easier!",5,transaction flexibility
"Not user friendly, customer service seems to be unreachable.",1,customer service /  user friendliness
Fast & convenience,5,transaction speed
"0 star for me. This is the worst loan app that I've encountered. They will offer you 6 thousand pesos loanable amount, and when you avail it you'll only get almost half of the loanable amount offered, and worst payable within 7 days only. And also, they will bombard the client with so may rude messages. Scammers😡😡😡",1,leniency
accessible and easy to use.. 5 star for this app,5,user friendliness
Napaka laki ng interest.. yung 2500 naging 1600 lang.. nakakatulong sana sa pangangailangan pero abusado sa pag iinterest .. tapos mananakot pa ng kung anu anu ..sa gantong lending pwede tong ireport sa laki ng interest.. tapos kapag hindi nakabayad ..mananakot ..,1,leniency
user friendly.,5,user friendliness
Nice application and fastest loan approved agad2. Pwede sa pagkalahatan madaling mag loan Lalo na sa mga financial problem and very safe highly recommended sya para sakin. I give 5 star for this application 👌,5,transaction approval /  user friendliness
It keeps crashing and crashing and crashing... and wait for it... and crashing again... and again... and again 😡,1,feature accessibility
I give one star dahil ayaw tanggapin Ang secondary ID' kung Wala Kang primary... Ehh.. naglagay pa ng reminders dun sa Pag upgrade ng account... Please enhanced you app Thanks,1,registration
Super convenient at laking tulong ng maliit na interest for cash loan.,4,loan interest
Fast transaction and safe. The customer service are also helpful and very responsive.,5,customer service /  transaction speed
The best na yta na lending app any monery services costumer care then ang the best HND ka tog gigipitin unlike sa ibang apps na peng hnd mka tao eh.pro angel monery the best tog thank you monery sa tiwala syempre salute...,5,leniency
madaling hiraman pag kailangang kailangan,5,user friendliness
"Among the best loan software for borrowing money, it is a very good platform software, with a large loan amount, fast review speed, and you can also see the interest on the loan.",5,transaction speed
Isang beses ka lang ma delay hindi kana makakuha pangalawang loan . Pakatapos mo tapusin unang Loan mo wala kana Second Loan. Hindi ba pwede Company lang may problema kaya na dedelay sahod namin. From 2017 1st loan. Kukuha sana ako 2nd loan for 2023 puro Rejected.,1,transaction approval /  leniency
Scam app don't download it. It's total waste of time and data load. PAUTANG INA NYU,1,transaction legitimacy
Legit loan app. As long you pay on time your credit limit will increase.,5,leniency /  transaction legitimacy
Poor online banking cant even create an account,1,registration
Very convenient app.,5,transaction flexibility /  user friendliness
The process does not take long. They approved right away. Thank you for helping those in need like me,5,transaction speed
Simple and easy to use app. All transactions are done with ease and very responsive.,4,user friendliness
"This app is excellent to use, and convenient to send fund to other E-wallet and Bank transaction and it's free charge every transaction.",5,transaction speed
Mabilis Ang Palawan at Mura Lang,5,transaction speed
very fast approval,5,transaction approval /  transaction speed
"Ang maganda din sa GoTyme compared to other high interest Digibanks, they do not have limits on deposits which the interest rate will apply on. Plus 3 free instapay per week. Not a lot but it surely helps. It also offers 5% p.a. on saving deposits. No limits, no missions, just simple saving.",5,leniency /  loan interest /  user incentive
Quite Simplistic UI and Please Keep supporting on Android Lollipop,4,user friendliness
easy to navigate. hoping for longer term.,5,user friendliness
Cannot use the app. Cannot receive OTP to register my account after several tries.,1,security features
Can't open. Been waiting for the apps to proceed next step but it seemed just idle,1,loading speed
"I'm commending Sir jay of your collections dept. he's very polite and accomodating. He taught me step by step on how to repay and learned a lot from him. I didn't know him personally but he treated me as a friend who needs assistance. thank LPeso and to Sir J, keep up the good work. God bless!",4,customer service
Fast and reliable..,5,transaction legitimacy /  transaction speed
Why puregold delete on the list of participating store. Sad to think because it's more convenient to use voucher on puregold.,3,transaction flexibility
App keeps on crashing after update pls fix the issue cannot log in the app ive tried uninstall and install the app but still keeps on stopping and crashing,1,feature accessibility
ang .galing tuwang tuwa aq sa kanilng npakababang interest unlike sa mga ibang .. olp i'll give 5 star and more ❤❤,5,loan interest
"Can't use this app, it always crashes, I think this is only for new phones, the BDO Unibank App is so far usable compared to this one.",1,feature accessibility
"The customer service representative is not always available. Once available, refers you to call them. They're not helping. I discourage opening acckunts with Komo. Limited billers available . Takes time to activate card. No one seems to be responsible helping clients.",1,customer service
Bad app won't even load up not only that SBOL is useless could not even have enough server for us to open our app. You guys should shut down,1,loading speed
easy to apply for payment,5,user friendliness
verygood and very approachable,5,customer service
"Bad App Design. They should have a search option when it comes to paying bills. It's overall confusing. Instead of releasing other apps, work this one out.",1,user friendliness /  feature accessibility
"I can't cash in. Everytime I try over the counter cash in via 711 and after putting all the details until the amount, the buttons to be able to continue disappear. It happens everytime. Hope you can fix it asap.",1,registration
Thank you so much verry helpful po para sa katulad kong online business .. highly recommended po this aps ..god bless po and more powers po at sana marami pa po kayong matulungan tulad namin na ngbubusiness❤️🙏☝️,5,transaction legitimacy / transaction flexibility
User-friendly. Easy. Please don't discontinue this.,5,user friendliness
Fast and Easy. Thank you.,4,transaction speed /  user friendliness
"Ang laki ng mga fee na mababawas sa loan, magloan ka ng 1500, 905 lang ang marereceive tapos babayaran is 1600 lahat ang babayaran",1,transaction fees
very fast!,5,transaction speed
been using this app since 2014 and not encountered any problem yet,5,feature accessibility
"How to apply for a loan? Option is not there,",5,feature accessibility
"awesome, very easy to apply",5,user friendliness
"Wag niyo gamitin tong apps na ito masyado silang gahaman sa pera ,180 days na babayaran pero 1 week Palang naniningil na Sila lahat Ng contacts mo tinatawagan nila.. 2370 niloan ko pero 1500 lang binagay ,😈😈😈 tapos nlaki Ng sinisingil buong 2370 Ang sinisingil ee 1500 lang Ang naloan.. hindi maganda tong apps na ito .. wag niyo gamitin Hindi nasusunod Yung 180 days n babayaran masyadong Malaki Ang tubo nila sinasamantala nila Ang mga taong nangangailangan... Wag na wag niyong I download tong",1,leniency
very great app good for unexpected cases of buying off something,5,transaction flexibility
Not saying if the app is under maintenance or not. Been trying to log in on my account and it says the hostname is not available. Please do upgrade your system. I cannot do transactions because I cannot log in!,1,feature accessibility /  registration
"Editing this review -- It allows screenshots now, very convenient.",5,registration
This app is just so perfect for any online transactions! You don't have to worry about the security of your account as it contains a feature that enables you to temporarily lock and unlock your account. Everything was perfect and smooth. The card was delivered to me without any hassle.,5,security features /  transaction speed
"Always gives an ""Unable to Proceed"" error when applying for paylite",1,registration
It takes a little bit long to wait for the processing unlike other apps,1,transaction speed
thank for this app. for help new build start new,5,transaction legitimacy
I tried like 3 times but always written your loan cannot be process comeback after 1 week what is this?1000 for loan but hard to apply so the apps is broken not yet ready to accept clients a good client,1,transaction speed
"I cant move with the registration, it always says weak internet connnection even if the connection is strong. So many refresh i had bt still it says weak internet connection.Tried to re-input but it is request failed as the number has already registered. I ckear the cache as instructed but still failed and got locked out. Not such a recommended app.",1,registration /  loading speed
reliable in time of immediate needs fast approval,4,transaction approval /  transaction speed
Please fix the Reload Phone option. I can't use it.,2,feature accessibility
No good. My data's was exposed to other lending companies. This is,1,data privacy
"Fast transaction and easy to use. An online financing that you can lend on. Only this online lending app that Pay slip, company id and other documents are OPTIONAL only if you want to submit. recommend 👌",5,transaction speed /  user friendliness /  transaction approval
Make life easy🖒,5,user friendliness
Always available especially during this holiday season. Never gave me a problem. Happy to know that transfer fee is still waived.,5,customer service /  transaction fees
It's scary transfering money from here as it always has issues inside the app.,2,loading speed
App doesn't working on my Pixel 7 device. Sad.,1,feature accessibility
Easy access for me to pay my bills🤗😍,5,user friendliness
Meron akong bagong nadiskumbre sa Mocasa app. Subukan nyong gamitin ang kanilang Constructive Account para ikaw ay kumita ng mabilis at malaking Credit limit sa iyong account.!!!,5,user incentive 
Mga walang modo customer service nyo. Parang mga walang pinag-aralan. Kung mang-harass akala mo Sila nagpapa-utang. Malubog Sana kayo para alam nyo Ang feeling. Kaya wag kayo papaloko sa app na ito. Wag nyo na po subukan at baka ikamatay nyo pa o ika-depress. I'll report this lending app para di na makapang-loko.,1,customer service
The service was superb and fast! 5 stars it is!,5,transaction speed
"One of the most annoying and cumbersome mobile banking app. Before, I was able to login to my account using biometrics but now, they've removed it. And since I can't recall my password, I was locked out after 3 times and I'm askes to call their CS. Hassle, inconvenient, and the interface is just not at par with other mobile banking.",1,security features
Good and great services provided,5,feature accessibility
The name of the app says it all. With low interest and long term payments. Thumbs up and keep up the good work ?,5,loan interest /  leniency
"App getting worse each update. Crashes all the time. Security warning and info re trusted device appear every log in. You have to swipe several times to continue, each time you log in.",1,feature accessibility
